gene symbol,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:High,Proteomics-DB:High,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
MRAP,0.369579855,0.369579855,No data,No data,No data,No data,No data,No data,melanocortin 2 receptor accessory protein,TRUE,,,,,,
FAAH,0.369579855,No data,No data,0.369579855,No data,No data,No data,No data,fatty acid amide hydrolase,TRUE,,,,,,
NNT,0.369579855,0.369579855,No data,No data,No data,No data,No data,No data,nicotinamide nucleotide transhydrogenase,TRUE,,,,,,
GMNN,0.369579855,0.369579855,No data,No data,No data,No data,No data,No data,geminin DNA replication inhibitor,TRUE,,,,,,
P2RY12,0.365343908,No data,No data,0.364974328,No data,0.007391597,No data,No data,purinergic receptor P2Y12,TRUE,,,,,,
CEP19,0.363389161,0.332621869,No data,No data,No data,0.036957985,No data,0.598920055,centrosomal protein 19,TRUE,,,,,,
RAB3GAP1,0.336645395,0.332621869,No data,No data,No data,0.08047051,No data,No data,RAB3 GTPase activating protein catalytic subunit 1,TRUE,,,,,,
TNFRSF1A,0.334469768,0.332621869,No data,No data,No data,0.036957985,No data,No data,TNF receptor superfamily member 1A,TRUE,,,,,,
KCNN4,0.334093839,No data,No data,0.331595259,No data,0.049971606,No data,No data,potassium calcium-activated channel subfamily N member 4,TRUE,,,,,,
VDR,0.321247212,No data,No data,0.281291334,No data,0.466557694,No data,0.591758588,vitamin D receptor,TRUE,,,,,,
PIK3CA,0.311362271,No data,0.277184891,No data,No data,0.327566662,No data,0.537962418,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",TRUE,,,,,,
CCDC170,0.310149171,0.0001635,0.310108296,No data,No data,No data,No data,No data,coiled-coil domain containing 170,TRUE,,,,,,
SCN9A,0.306983595,No data,No data,0.277184891,No data,No data,No data,0.595974087,sodium voltage-gated channel alpha subunit 9,TRUE,,,,,,
KIF7,0.304975065,0.275593644,No data,No data,No data,0.009239496,No data,0.583521963,kinesin family member 7,TRUE,,,,,,
RRM1,0.301552147,No data,No data,0.301182567,No data,0.007391597,No data,No data,ribonucleotide reductase catalytic subunit M1,TRUE,,,,,,
SCN8A,0.301517977,No data,No data,0.277184891,No data,No data,No data,0.486661726,sodium voltage-gated channel alpha subunit 8,TRUE,,,,,,
PRIM1,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,DNA primase subunit 1,TRUE,,,,,,
POLA2,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase alpha 2, accessory subunit",TRUE,,,,,,
POLE3,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase epsilon 3, accessory subunit",TRUE,,,,,,
POLA1,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase alpha 1, catalytic subunit",TRUE,,,,,,
POLD2,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase delta 2, accessory subunit",TRUE,,,,,,
POLD3,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase delta 3, accessory subunit",TRUE,,,,,,
PRIM2,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,DNA primase subunit 2,TRUE,,,,,,
POLE2,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase epsilon 2, accessory subunit",TRUE,,,,,,
POLD4,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase delta 4, accessory subunit",TRUE,,,,,,
POLD1,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase delta 1, catalytic subunit",TRUE,,,,,,
POLE,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase epsilon, catalytic subunit",TRUE,,,,,,
CD52,0.300090104,No data,No data,0.300090104,No data,No data,No data,No data,CD52 molecule,TRUE,,,,,,
SCN4A,0.299694614,No data,No data,0.277184891,No data,No data,No data,0.45019446,sodium voltage-gated channel alpha subunit 4,TRUE,,,,,,
SCN5A,0.299085577,No data,No data,0.277184891,No data,0.022174791,No data,0.428158262,sodium voltage-gated channel alpha subunit 5,TRUE,,,,,,
SCN2A,0.295439056,No data,No data,0.277184891,No data,0.011087396,No data,0.360155568,sodium voltage-gated channel alpha subunit 2,TRUE,,,,,,
LRP2,0.294941354,0.266097495,No data,No data,No data,No data,No data,0.576877169,LDL receptor related protein 2,TRUE,,,,,,
CNR1,0.292134909,No data,No data,0.287707651,No data,0.088545174,No data,No data,cannabinoid receptor 1,TRUE,,,,,,
SLC6A3,0.290592447,No data,No data,0.258705898,No data,0.154710234,No data,0.568970861,solute carrier family 6 member 3,TRUE,,,,,,
STAG3,0.289664913,0.266097495,No data,No data,No data,0.025767929,No data,0.459895932,stromal antigen 3,TRUE,,,,,,
GABRB1,0.287858386,No data,No data,0.258705898,No data,No data,No data,0.583049759,gamma-aminobutyric acid type A receptor subunit beta1,TRUE,,,,,,
RERE,0.285194985,0.258705898,No data,No data,No data,0.055334317,No data,0.505188713,arginine-glutamic acid dipeptide repeats,TRUE,,,,,,
PABPC1L,0.28381269,0.258705898,No data,No data,No data,No data,No data,0.502135829,poly(A) binding protein cytoplasmic 1 like,TRUE,,,,,,
HRAS,0.278357178,No data,0.277184891,No data,No data,0.023445735,No data,No data,"HRas proto-oncogene, GTPase",TRUE,,,,,,
SCN1A,0.277739261,No data,No data,0.277184891,No data,0.011087396,No data,No data,sodium voltage-gated channel alpha subunit 1,TRUE,,,,,,
TRAIP,0.277716447,0.277184891,No data,No data,No data,0.023920029,No data,No data,TRAF interacting protein,TRUE,,,,,,
KDM6A,0.277294579,0.258705898,No data,No data,No data,0.026140588,No data,0.360155568,lysine demethylase 6A,TRUE,,,,,,
SCN10A,0.277184891,No data,No data,0.277184891,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 10,TRUE,,,,,,
SCN3A,0.277184891,No data,No data,0.277184891,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 3,TRUE,,,,,,
SCN7A,0.277184891,No data,No data,0.277184891,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 7,TRUE,,,,,,
SCN11A,0.277184891,No data,No data,0.277184891,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 11,TRUE,,,,,,
F10,0.277184891,No data,No data,0.277184891,No data,No data,No data,No data,coagulation factor X,TRUE,,,,,,
EP300,0.275765704,0.258705898,No data,No data,No data,0.016631093,No data,0.333804525,E1A binding protein p300,TRUE,,,,,,
GRIK3,0.275351775,No data,No data,0.258705898,No data,No data,No data,0.332917533,glutamate ionotropic receptor kainate type subunit 3,TRUE,,,,,,
SELE,0.272940725,No data,No data,0.267945395,No data,0.099906611,No data,No data,selectin E,TRUE,,,,,,
SELL,0.270748042,No data,No data,0.267945395,No data,0.056052945,No data,No data,selectin L,TRUE,,,,,,
RALGAPB,0.266097495,0.266097495,No data,No data,No data,No data,No data,No data,Ral GTPase activating protein non-catalytic subunit beta,TRUE,,,,,,
KMT2D,0.26582315,0.258705898,No data,No data,No data,0.142345044,No data,No data,lysine methyltransferase 2D,TRUE,,,,,,
GABRB3,0.265060271,No data,No data,0.258705898,No data,0.127087455,No data,No data,gamma-aminobutyric acid type A receptor subunit beta3,TRUE,,,,,,
GRIA2,0.264434386,No data,No data,0.258705898,No data,0.114569755,No data,No data,glutamate ionotropic receptor AMPA type subunit 2,TRUE,,,,,,
GABRG3,0.260825849,No data,No data,0.258705898,No data,0.042399022,No data,No data,gamma-aminobutyric acid type A receptor subunit gamma3,TRUE,,,,,,
GABRA5,0.260646193,No data,No data,0.258705898,No data,0.038805885,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha5,TRUE,,,,,,
ADNP,0.259860835,0.258705898,No data,No data,No data,0.023098741,No data,No data,activity dependent neuroprotector homeobox,TRUE,,,,,,
GABRA1,0.259814638,No data,No data,0.258705898,No data,0.022174791,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha1,TRUE,,,,,,
GABRA2,0.259814638,No data,No data,0.258705898,No data,0.022174791,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha2,TRUE,,,,,,
GABRG2,0.259722243,No data,No data,0.258705898,No data,0.020326892,No data,No data,gamma-aminobutyric acid type A receptor subunit gamma2,TRUE,,,,,,
CA2,0.259629848,No data,No data,0.258705898,No data,0.018478993,No data,No data,carbonic anhydrase 2,TRUE,,,,,,
GABRB2,0.259629848,No data,No data,0.258705898,No data,0.018478993,No data,No data,gamma-aminobutyric acid type A receptor subunit beta2,TRUE,,,,,,
GABRA3,0.259629848,No data,No data,0.258705898,No data,0.018478993,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha3,TRUE,,,,,,
GRIA1,0.259629848,No data,No data,0.258705898,No data,0.018478993,No data,No data,glutamate ionotropic receptor AMPA type subunit 1,TRUE,,,,,,
GRIA3,0.259629848,No data,No data,0.258705898,No data,0.018478993,No data,No data,glutamate ionotropic receptor AMPA type subunit 3,TRUE,,,,,,
PUF60,0.259393727,0.258705898,No data,No data,No data,0.013756583,No data,No data,poly(U) binding splicing factor 60,TRUE,,,,,,
SLC6A2,0.259075478,No data,No data,0.258705898,No data,0.007391597,No data,No data,solute carrier family 6 member 2,TRUE,,,,,,
GRIA4,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,glutamate ionotropic receptor AMPA type subunit 4,TRUE,,,,,,
GABRG1,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit gamma1,TRUE,,,,,,
GRIK4,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 4,TRUE,,,,,,
TRAPPC3,0.258705898,0.258705898,No data,No data,No data,No data,No data,No data,trafficking protein particle complex subunit 3,TRUE,,,,,,
GABRE,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit epsilon,TRUE,,,,,,
PRORP,0.258705898,0.258705898,No data,No data,No data,No data,No data,No data,protein only RNase P catalytic subunit,TRUE,,,,,,
GABRP,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit pi,TRUE,,,,,,
GRIK5,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 5,TRUE,,,,,,
GABRA4,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha4,TRUE,,,,,,
GRIK2,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 2,TRUE,,,,,,
CA4,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,carbonic anhydrase 4,TRUE,,,,,,
GABRA6,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha6,TRUE,,,,,,
GABRD,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit delta,TRUE,,,,,,
GABRQ,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit theta,TRUE,,,,,,
GRIK1,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 1,TRUE,,,,,,
HBS1L,0.225297092,0.221954705,No data,No data,No data,0.066847742,No data,No data,HBS1 like translational GTPase,TRUE,,,,,,
MEN1,0.222724512,No data,0.184789927,No data,No data,0.399796421,No data,0.581004387,menin 1,TRUE,,,,,,
SGO2,0.204090209,0.184789927,No data,No data,No data,0.036957985,No data,0.369579855,shugoshin 2,TRUE,,,,,,
CSHL1,0.202949001,0.173925481,No data,No data,No data,No data,No data,0.580470405,chorionic somatomammotropin hormone like 1,TRUE,,,,,,
SIM1,0.199630278,0.168364156,No data,No data,No data,0.053682843,No data,0.601463401,SIM bHLH transcription factor 1,TRUE,,,,,,
NDN,0.198551048,0.160972559,No data,No data,No data,0.439441438,No data,0.556262484,"necdin, MAGE family member",TRUE,,,,,,
UGT1A1,0.191960234,0.185462661,No data,No data,No data,0.129951456,No data,No data,UDP glucuronosyltransferase family 1 member A1,TRUE,,,,,,
ACBD6,0.185372185,0.185372185,No data,No data,No data,No data,No data,No data,acyl-CoA binding domain containing 6,TRUE,,,,,,
OR52J3,0.18534353,0.18534353,No data,No data,No data,No data,No data,No data,olfactory receptor family 52 subfamily J member 3,TRUE,,,,,,
TMEM59,0.184789927,0.184789927,No data,No data,No data,No data,No data,No data,transmembrane protein 59,TRUE,,,,,,
WDR4,0.184789927,0.184789927,No data,No data,No data,No data,No data,No data,WD repeat domain 4,TRUE,,,,,,
TCF12,0.184789927,0.184789927,No data,No data,No data,No data,No data,No data,transcription factor 12,TRUE,,,,,,
MCM4,0.184789927,0.184789927,No data,No data,No data,No data,No data,No data,minichromosome maintenance complex component 4,TRUE,,,,,,
AKR1C4,0.184789927,0.184789927,No data,No data,No data,No data,No data,No data,aldo-keto reductase family 1 member C4,TRUE,,,,,,
AL034430.1,0.180867672,0.180867672,No data,No data,No data,No data,No data,No data,novel protein,TRUE,,,,,,
AKT3,0.178822435,0.178822435,No data,No data,No data,No data,No data,No data,AKT serine/threonine kinase 3,TRUE,,,,,,
AL034430.2,0.176530781,0.176530781,No data,No data,No data,No data,No data,No data,novel protein,TRUE,,,,,,
ADRA1B,0.176264815,0.148836209,No data,No data,No data,No data,No data,0.54857211,adrenoceptor alpha 1B,TRUE,,,,,,
C12orf29,0.161434534,0.161434534,No data,No data,No data,No data,No data,No data,chromosome 12 open reading frame 29,TRUE,,,,,,
ZDHHC24,0.16015127,0.16015127,No data,No data,No data,No data,No data,No data,zinc finger DHHC-type containing 24,TRUE,,,,,,
TMTC3,0.147831942,0.147831942,No data,No data,No data,No data,No data,No data,transmembrane O-mannosyltransferase targeting cadherins 3,TRUE,,,,,,
RYR1,0.146094699,0.118265553,No data,No data,No data,No data,No data,0.556582902,ryanodine receptor 1,TRUE,,,,,,
BDNF,0.144392933,No data,No data,No data,No data,0.481791566,No data,0.601516774,brain derived neurotrophic factor,TRUE,,,,,,
NOS3,0.14224292,No data,No data,No data,No data,0.491220995,No data,0.588409351,nitric oxide synthase 3,TRUE,,,,,,
MC4R,0.140881739,No data,No data,0.073915971,No data,0.046230333,No data,0.60687703,melanocortin 4 receptor,TRUE,,,,,,
PDE6B,0.139266919,No data,No data,0.073915971,No data,0.029566388,No data,0.600654476,phosphodiesterase 6B,TRUE,,,,,,
PRL,0.138334272,No data,No data,No data,No data,0.415351621,No data,0.587833457,prolactin,TRUE,,,,,,
FKBP1A,0.138105474,No data,No data,0.115816113,No data,No data,No data,0.445787221,FKBP prolyl isomerase 1A,TRUE,,,,,,
UGT1A10,0.137253719,0.137253719,No data,No data,No data,No data,No data,No data,UDP glucuronosyltransferase family 1 member A10,TRUE,,,,,,
ETV5,0.136626785,No data,No data,No data,No data,0.369579855,No data,0.590738964,ETS variant transcription factor 5,TRUE,,,,,,
INS,0.136306826,No data,No data,No data,No data,0.410213183,No data,0.578980834,insulin,TRUE,,,,,,
PYY,0.135174848,No data,No data,No data,No data,0.313326063,No data,0.597542723,peptide YY,TRUE,,,,,,
IAPP,0.133646833,No data,No data,No data,No data,0.325230272,No data,0.586926595,islet amyloid polypeptide,TRUE,,,,,,
KIT,0.13309559,No data,No data,0.041577734,No data,0.105381589,No data,0.601796716,"KIT proto-oncogene, receptor tyrosine kinase",TRUE,,,,,,
HTR2C,0.132965372,No data,No data,No data,No data,0.292492412,No data,0.591703758,5-hydroxytryptamine receptor 2C,TRUE,,,,,,
POMC,0.13250069,No data,No data,No data,No data,0.227089507,No data,0.605731073,proopiomelanocortin,TRUE,,,,,,
PDE6A,0.13139312,No data,No data,0.073915971,No data,No data,No data,0.564570635,phosphodiesterase 6A,TRUE,,,,,,
IL6,0.130251408,No data,No data,No data,No data,0.253852292,No data,0.587793966,interleukin 6,TRUE,,,,,,
HDAC6,0.129178652,No data,No data,0.083155467,No data,No data,No data,0.541948926,histone deacetylase 6,TRUE,,,,,,
TGM2,0.12916526,No data,No data,No data,No data,0.458176242,No data,0.531282238,transglutaminase 2,TRUE,,,,,,
HRH3,0.128617471,No data,No data,0.073915971,No data,0.114569755,No data,0.537962418,histamine receptor H3,TRUE,,,,,,
BMP4,0.128075875,No data,No data,No data,No data,0.160498009,No data,0.600254873,bone morphogenetic protein 4,TRUE,,,,,,
ADORA2A,0.127907667,No data,No data,0.083155467,No data,0.038805885,No data,0.531282238,adenosine A2a receptor,TRUE,,,,,,
IGFBP3,0.127555817,No data,No data,No data,No data,0.480787871,No data,0.517582116,insulin like growth factor binding protein 3,TRUE,,,,,,
ALMS1,0.127109671,No data,No data,No data,No data,0.121179355,No data,0.605253514,ALMS1 centrosome and basal body associated protein,TRUE,,,,,,
APOE,0.12669176,No data,No data,No data,No data,0.189901359,No data,0.585983462,apolipoprotein E,TRUE,,,,,,
UGT1A7,0.126609397,0.126609397,No data,No data,No data,No data,No data,No data,UDP glucuronosyltransferase family 1 member A7,TRUE,,,,,,
UGT1A4,0.126005624,0.126005624,No data,No data,No data,No data,No data,No data,UDP glucuronosyltransferase family 1 member A4,TRUE,,,,,,
CRH,0.125893364,No data,No data,No data,No data,0.156149817,No data,0.590429365,corticotropin releasing hormone,TRUE,,,,,,
AMH,0.125821447,No data,No data,No data,No data,0.129241042,No data,0.596796973,anti-Mullerian hormone,TRUE,,,,,,
GNAS,0.125444453,No data,No data,No data,No data,0.102783626,No data,0.601526358,GNAS complex locus,TRUE,,,,,,
WNT9B,0.125303099,No data,No data,No data,No data,0.214553362,No data,0.572877153,Wnt family member 9B,TRUE,,,,,,
KL,0.124878228,No data,No data,No data,No data,0.121377862,No data,0.594046676,klotho,TRUE,,,,,,
LGALS3,0.124772742,No data,No data,No data,No data,0.383182447,No data,0.528068097,galectin 3,TRUE,,,,,,
GHRH,0.124540232,No data,No data,No data,No data,0.22612697,No data,0.566169417,growth hormone releasing hormone,TRUE,,,,,,
CXCR4,0.124344937,No data,No data,0.092076714,No data,0.007391597,No data,0.505807502,C-X-C motif chemokine receptor 4,TRUE,,,,,,
ADIPOQ,0.124280485,No data,No data,No data,No data,0.185670187,No data,0.574984879,"adiponectin, C1Q and collagen domain containing",TRUE,,,,,,
CEACAM5,0.12381001,No data,No data,No data,No data,0.108316102,No data,0.591971026,CEA cell adhesion molecule 5,TRUE,,,,,,
ACE,0.12372455,No data,No data,No data,No data,0.176038251,No data,0.574613187,angiotensin I converting enzyme,TRUE,,,,,,
BGLAP,0.12363864,No data,No data,No data,No data,0.167501588,No data,0.576317805,bone gamma-carboxyglutamate protein,TRUE,,,,,,
CEACAM7,0.123541713,No data,No data,No data,No data,0.102950167,No data,0.591971026,CEA cell adhesion molecule 7,TRUE,,,,,,
ZGLP1,0.123529823,No data,No data,No data,No data,0.199624924,No data,0.567742886,zinc finger GATA like protein 1,TRUE,,,,,,
PKD1,0.123199027,No data,No data,No data,No data,0.04409293,No data,0.604971902,"polycystin 1, transient receptor potential channel interacting",TRUE,,,,,,
CDKN1B,0.122828992,No data,No data,No data,No data,0.053449252,No data,0.600782645,cyclin dependent kinase inhibitor 1B,TRUE,,,,,,
WWTR1,0.122779691,No data,No data,No data,No data,0.081307568,No data,0.593571564,WW domain containing transcription regulator 1,TRUE,,,,,,
TNFRSF11B,0.12254286,No data,No data,No data,No data,0.087587905,No data,0.590817324,TNF receptor superfamily member 11b,TRUE,,,,,,
RET,0.12252268,No data,No data,No data,No data,0.04501688,No data,0.601359181,ret proto-oncogene,TRUE,,,,,,
