,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
163,SNRPN,ENSG00000128739,0.4011697523266027,0.3695798546847018,No data,No data,No data,0.22616035870869197,No data,0.531282237856378,small nuclear ribonucleoprotein polypeptide N,True,,,,,,
164,AIRE,ENSG00000160224,0.3988978737835211,0.3695798546847018,No data,No data,No data,0.007391597093694037,No data,0.5830752277125218,autoimmune regulator,True,,,,,,
165,ADRB1,ENSG00000043591,0.3986468406138222,0.00026093377378355907,No data,0.39858160717037633,No data,No data,No data,No data,adrenoceptor beta 1,True,,,,,,
166,GUCY2C,ENSG00000070019,0.3983692025825524,0.3695798546847018,No data,No data,No data,No data,No data,0.575786957957013,guanylate cyclase 2C,True,,,,,,
167,PDE5A,ENSG00000138735,0.3969404327820884,No data,No data,0.3944751643405463,No data,0.04930536883084215,No data,No data,phosphodiesterase 5A,True,,,,,,
168,MC2R,ENSG00000185231,0.3946956803205081,0.3695798546847018,No data,No data,No data,No data,No data,0.5023165127161273,melanocortin 2 receptor,True,,,,,,
169,OPRK1,ENSG00000082556,0.3921652902487669,No data,No data,0.3921652902487669,No data,No data,No data,No data,opioid receptor kappa 1,True,,,,,,
170,KLB,ENSG00000134962,0.3867587248054414,0.3695798546847018,No data,No data,No data,0.02207213021033636,No data,0.3337675667657542,klotho beta,True,,,,,,
171,OPRD1,ENSG00000116329,0.3788193510518193,No data,No data,0.3788193510518193,No data,No data,No data,No data,opioid receptor delta 1,True,,,,,,
172,LARP7,ENSG00000174720,0.3706423967669203,0.3695798546847018,No data,No data,No data,0.02125084164437035,No data,No data,"La ribonucleoprotein 7, transcriptional regulator",True,,,,,,
173,TRPV1,ENSG00000196689,0.3703190143940711,No data,No data,0.3695798546847018,No data,0.014783194187388073,No data,No data,transient receptor potential cation channel subfamily V member 1,True,,,,,,
174,DMRT1,ENSG00000137090,0.3699494345393864,0.3695798546847018,No data,No data,No data,0.007391597093694037,No data,No data,doublesex and mab-3 related transcription factor 1,True,—,CTB,—,M,Y,True
175,SOX10,ENSG00000100146,0.3699112037470989,0.3400134663099256,No data,No data,No data,0.13339710836888818,No data,0.5386671450239586,SRY-box transcription factor 10,True,,,,,,
176,MRAP,ENSG00000170262,0.3695798546847018,0.3695798546847018,No data,No data,No data,No data,No data,No data,melanocortin 2 receptor accessory protein,True,,,,,,
177,FAAH,ENSG00000117480,0.3695798546847018,No data,No data,0.3695798546847018,No data,No data,No data,No data,fatty acid amide hydrolase,True,,,,,,
178,NNT,ENSG00000112992,0.3695798546847018,0.3695798546847018,No data,No data,No data,No data,No data,No data,nicotinamide nucleotide transhydrogenase,True,,,,,,
179,GMNN,ENSG00000112312,0.3695798546847018,0.3695798546847018,No data,No data,No data,No data,No data,No data,geminin DNA replication inhibitor,True,—,F,—,,Y,True
180,P2RY12,ENSG00000169313,0.3653439078509548,No data,No data,0.3649743279962701,No data,0.007391597093694037,No data,No data,purinergic receptor P2Y12,True,,,,,,
181,CEP19,ENSG00000174007,0.3633891605356856,0.3326218692162316,No data,No data,No data,0.03695798546847018,No data,0.598920055069761,centrosomal protein 19,True,,,,,,
182,RAB3GAP1,ENSG00000115839,0.3366453947231093,0.3326218692162316,No data,No data,No data,0.0804705101375544,No data,No data,RAB3 GTPase activating protein catalytic subunit 1,True,,,,,,
183,TNFRSF1A,ENSG00000067182,0.3344697684896551,0.3326218692162316,No data,No data,No data,0.03695798546847018,No data,No data,TNF receptor superfamily member 1A,True,,,,,,
184,KCNN4,ENSG00000104783,0.3340938387931866,No data,No data,0.33159525850877414,No data,0.049971605688249945,No data,No data,potassium calcium-activated channel subfamily N member 4,True,,,,,,
185,VDR,ENSG00000111424,0.3212472119670589,No data,No data,0.28129133384335636,No data,0.4665576935228809,No data,0.5917585875749932,vitamin D receptor,True,,,,,,
186,PIK3CA,ENSG00000121879,0.3113622710548604,No data,0.27718489101352634,No data,No data,0.32756666172516874,No data,0.5379624178377173,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",True,,,,,,
187,CCDC170,ENSG00000120262,0.3101491714561572,0.0001635002178748325,0.3101082964016885,No data,No data,No data,No data,No data,coiled-coil domain containing 170,True,F,—,—,—,—,True
188,SCN9A,ENSG00000169432,0.3069835953826752,No data,No data,0.27718489101352634,No data,No data,No data,0.5959740873829775,sodium voltage-gated channel alpha subunit 9,True,,,,,,
189,KIF7,ENSG00000166813,0.3049750646856188,0.2755936444169672,No data,No data,No data,0.009239496367117545,No data,0.5835219625432024,kinesin family member 7,True,,,,,,
190,RRM1,ENSG00000167325,0.3015521472183715,No data,No data,0.3011825673636868,No data,0.007391597093694037,No data,No data,ribonucleotide reductase catalytic subunit M1,True,,,,,,
191,SCN8A,ENSG00000196876,0.3015179773154317,No data,No data,0.27718489101352634,No data,No data,No data,0.48666172603810787,sodium voltage-gated channel alpha subunit 8,True,,,,,,
192,PRIM1,ENSG00000198056,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,DNA primase subunit 1,True,,,,,,
193,POLA2,ENSG00000014138,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,"DNA polymerase alpha 2, accessory subunit",True,,,,,,
194,POLE3,ENSG00000148229,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,"DNA polymerase epsilon 3, accessory subunit",True,,,,,,
195,POLA1,ENSG00000101868,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,"DNA polymerase alpha 1, catalytic subunit",True,,,,,,
196,POLD2,ENSG00000106628,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,"DNA polymerase delta 2, accessory subunit",True,,,,,,
197,POLD3,ENSG00000077514,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,"DNA polymerase delta 3, accessory subunit",True,,,,,,
198,PRIM2,ENSG00000146143,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,DNA primase subunit 2,True,,,,,,
199,POLE2,ENSG00000100479,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,"DNA polymerase epsilon 2, accessory subunit",True,,,,,,
200,POLD4,ENSG00000175482,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,"DNA polymerase delta 4, accessory subunit",True,,,,,,
201,POLD1,ENSG00000062822,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,"DNA polymerase delta 1, catalytic subunit",True,,,,,,
202,POLE,ENSG00000177084,0.3011825673636868,No data,No data,0.3011825673636868,No data,No data,No data,No data,"DNA polymerase epsilon, catalytic subunit",True,,,,,,
203,CD52,ENSG00000169442,0.3000901040336485,No data,No data,0.30009010403364855,No data,No data,No data,No data,CD52 molecule,True,,,,,,
204,SCN4A,ENSG00000007314,0.2996946140379164,No data,No data,0.27718489101352634,No data,No data,No data,0.4501944604878024,sodium voltage-gated channel alpha subunit 4,True,,,,,,
205,SCN5A,ENSG00000183873,0.2990855772357172,No data,No data,0.27718489101352634,No data,0.022174791281082105,No data,0.428158261652227,sodium voltage-gated channel alpha subunit 5,True,,,,,,
206,SCN2A,ENSG00000136531,0.2954390560028282,No data,No data,0.27718489101352634,No data,0.011087395640541052,No data,0.3601555683902419,sodium voltage-gated channel alpha subunit 2,True,,,,,,
207,LRP2,ENSG00000081479,0.2949413538037218,0.26609749537298527,No data,No data,No data,No data,No data,0.5768771686147296,LDL receptor related protein 2,True,,,,,,
208,CNR1,ENSG00000118432,0.2921349094408763,No data,No data,0.2877076507649658,No data,0.08854517351820979,No data,No data,cannabinoid receptor 1,True,,,,,,
209,SLC6A3,ENSG00000142319,0.2905924465238068,No data,No data,0.25870589827929125,No data,0.154710233613846,No data,0.5689708610619347,solute carrier family 6 member 3,True,,,,,,
210,STAG3,ENSG00000066923,0.2896649125956976,0.26609749537298527,No data,No data,No data,0.025767928757183374,No data,0.4598959316732758,stromal antigen 3,True,,,,,,
211,GABRB1,ENSG00000163288,0.2878583862090924,No data,No data,0.25870589827929125,No data,No data,No data,0.5830497585960224,gamma-aminobutyric acid type A receptor subunit beta1,True,,,,,,
212,RERE,ENSG00000142599,0.2851949854122583,0.25870589827929125,No data,No data,No data,0.055334317131959514,No data,0.5051887128229166,arginine-glutamic acid dipeptide repeats,True,,,,,,
213,PABPC1L,ENSG00000101104,0.283812689740872,0.25870589827929125,No data,No data,No data,No data,No data,0.5021358292316148,poly(A) binding protein cytoplasmic 1 like,True,,,,,,
214,HRAS,ENSG00000174775,0.278357177780372,No data,0.27718489101352634,No data,No data,0.023445735336914502,No data,No data,"HRas proto-oncogene, GTPase",True,,,,,,
215,SCN1A,ENSG00000144285,0.2777392607955534,No data,No data,0.27718489101352634,No data,0.011087395640541052,No data,No data,sodium voltage-gated channel alpha subunit 1,True,,,,,,
216,TRAIP,ENSG00000183763,0.2777164472242766,0.27718489101352634,No data,No data,No data,0.023920029483759868,No data,No data,TRAF interacting protein,True,,,,,,
217,KDM6A,ENSG00000147050,0.2772945786642253,0.25870589827929125,No data,No data,No data,0.026140588443990448,No data,0.3601555683902419,lysine demethylase 6A,True,,,,,,
218,SCN10A,ENSG00000185313,0.2771848910135263,No data,No data,0.27718489101352634,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 10,True,,,,,,
219,SCN3A,ENSG00000153253,0.2771848910135263,No data,No data,0.27718489101352634,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 3,True,,,,,,
220,SCN7A,ENSG00000136546,0.2771848910135263,No data,No data,0.27718489101352634,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 7,True,,,,,,
221,SCN11A,ENSG00000168356,0.2771848910135263,No data,No data,0.27718489101352634,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 11,True,,,,,,
222,F10,ENSG00000126218,0.2771848910135263,No data,No data,0.27718489101352634,No data,No data,No data,No data,coagulation factor X,True,,,,,,
223,EP300,ENSG00000100393,0.2757657043715371,0.25870589827929125,No data,No data,No data,0.01663109346081158,No data,0.33380452475122263,E1A binding protein p300,True,,,,,,
224,GRIK3,ENSG00000163873,0.2753517749342902,No data,No data,0.25870589827929125,No data,No data,No data,0.3329175330999794,glutamate ionotropic receptor kainate type subunit 3,True,,,,,,
225,SELE,ENSG00000007908,0.272940725214605,No data,No data,0.26794539464640876,No data,0.09990661136392522,No data,No data,selectin E,True,,,,,,
226,SELL,ENSG00000188404,0.2707480418777677,No data,No data,0.26794539464640876,No data,0.05605294462717977,No data,No data,selectin L,True,,,,,,
227,RALGAPB,ENSG00000170471,0.2660974953729852,0.26609749537298527,No data,No data,No data,No data,No data,No data,Ral GTPase activating protein non-catalytic subunit beta,True,,,,,,
228,KMT2D,ENSG00000167548,0.2658231504806063,0.25870589827929125,No data,No data,No data,0.1423450440263009,No data,No data,lysine methyltransferase 2D,True,,,,,,
229,GABRB3,ENSG00000166206,0.2650602710522686,No data,No data,0.25870589827929125,No data,0.12708745545954714,No data,No data,gamma-aminobutyric acid type A receptor subunit beta3,True,,,,,,
230,GRIA2,ENSG00000120251,0.2644343860269041,No data,No data,0.25870589827929125,No data,0.11456975495225756,No data,No data,glutamate ionotropic receptor AMPA type subunit 2,True,,,,,,
231,GABRG3,ENSG00000182256,0.260825849390191,No data,No data,0.25870589827929125,No data,0.04239902221799496,No data,No data,gamma-aminobutyric acid type A receptor subunit gamma3,True,,,,,,
232,GABRA5,ENSG00000186297,0.2606461925163859,No data,No data,0.25870589827929125,No data,0.03880588474189369,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha5,True,,,,,,
233,ADNP,ENSG00000101126,0.2598608353251809,0.25870589827929125,No data,No data,No data,0.02309874091779386,No data,No data,activity dependent neuroprotector homeobox,True,,,,,,
234,GABRA1,ENSG00000022355,0.2598146378433453,No data,No data,0.25870589827929125,No data,0.022174791281082108,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha1,True,,,,,,
235,GABRA2,ENSG00000151834,0.2598146378433453,No data,No data,0.25870589827929125,No data,0.022174791281082108,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha2,True,,,,,,
236,GABRG2,ENSG00000113327,0.2597222428796741,No data,No data,0.25870589827929125,No data,0.020326892007658595,No data,No data,gamma-aminobutyric acid type A receptor subunit gamma2,True,,,,,,
237,CA2,ENSG00000104267,0.2596298479160029,No data,No data,0.25870589827929125,No data,0.01847899273423509,No data,No data,carbonic anhydrase 2,True,,,,,,
238,GABRB2,ENSG00000145864,0.2596298479160029,No data,No data,0.25870589827929125,No data,0.01847899273423509,No data,No data,gamma-aminobutyric acid type A receptor subunit beta2,True,,,,,,
239,GABRA3,ENSG00000011677,0.2596298479160029,No data,No data,0.25870589827929125,No data,0.01847899273423509,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha3,True,,,,,,
240,GRIA1,ENSG00000155511,0.2596298479160029,No data,No data,0.25870589827929125,No data,0.01847899273423509,No data,No data,glutamate ionotropic receptor AMPA type subunit 1,True,,,,,,
241,GRIA3,ENSG00000125675,0.2596298479160029,No data,No data,0.25870589827929125,No data,0.01847899273423509,No data,No data,glutamate ionotropic receptor AMPA type subunit 3,True,,,,,,
242,PUF60,ENSG00000179950,0.2593937274532877,0.25870589827929125,No data,No data,No data,0.013756583479930565,No data,No data,poly(U) binding splicing factor 60,True,,,,,,
243,SLC6A2,ENSG00000103546,0.2590754781339759,No data,No data,0.25870589827929125,No data,0.007391597093694037,No data,No data,solute carrier family 6 member 2,True,,,,,,
244,GRIA4,ENSG00000152578,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,glutamate ionotropic receptor AMPA type subunit 4,True,,,,,,
245,GABRG1,ENSG00000163285,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit gamma1,True,,,,,,
246,GRIK4,ENSG00000149403,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 4,True,,,,,,
247,TRAPPC3,ENSG00000054116,0.2587058982792912,0.25870589827929125,No data,No data,No data,No data,No data,No data,trafficking protein particle complex subunit 3,True,,,,,,
248,GABRE,ENSG00000102287,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit epsilon,True,,,,,,
249,PRORP,ENSG00000100890,0.2587058982792912,0.25870589827929125,No data,No data,No data,No data,No data,No data,protein only RNase P catalytic subunit,True,,,,,,
250,GABRP,ENSG00000094755,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit pi,True,,,,,,
251,GRIK5,ENSG00000105737,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 5,True,,,,,,
252,GABRA4,ENSG00000109158,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha4,True,,,,,,
253,GRIK2,ENSG00000105737,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 2,True,,,,,,
254,CA4,ENSG00000167434,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,carbonic anhydrase 4,True,,,,,,
255,GABRA6,ENSG00000145863,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha6,True,,,,,,
256,GABRD,ENSG00000187730,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit delta,True,,,,,,
257,GABRQ,ENSG00000268089,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit theta,True,,,,,,
258,GRIK1,ENSG00000171189,0.2587058982792912,No data,No data,0.25870589827929125,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 1,True,,,,,,
259,HBS1L,ENSG00000112339,0.2252970918868087,0.22195470480347748,No data,No data,No data,0.06684774166662395,No data,No data,HBS1 like translational GTPase,True,,,,,,
