target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
GCKR,ENSG00000084734,0.00011449955108348581,0.00011449955108348581,0.0,0.0,0.0,0.0,0.0,0.0,glucokinase regulator
PTPRG,ENSG00000144724,0.00010634296131413694,0.00010634296131413694,0.0,0.0,0.0,0.0,0.0,0.0,protein tyrosine phosphatase receptor type G
ZNF320,ENSG00000182986,8.093690701019006e-05,8.093690701019006e-05,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 320
ZGPAT,ENSG00000197114,6.222696306983422e-05,6.222696306983422e-05,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger CCCH-type and G-patch domain containing
PLA2G6,ENSG00000184381,3.4922370801293325e-05,3.4922370801293325e-05,0.0,0.0,0.0,0.0,0.0,0.0,phospholipase A2 group VI
CCHCR1,ENSG00000204536,3.330488124538942e-05,3.330488124538942e-05,0.0,0.0,0.0,0.0,0.0,0.0,coiled-coil alpha-helical rod protein 1
IRF2BPL,ENSG00000119669,3.32372556663088e-05,3.32372556663088e-05,0.0,0.0,0.0,0.0,0.0,0.0,interferon regulatory factor 2 binding protein like
ZNF248,ENSG00000198105,3.0494198860616325e-05,3.0494198860616325e-05,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 248
MEIS2,ENSG00000134138,2.555639635514196e-05,2.555639635514196e-05,0.0,0.0,0.0,0.0,0.0,0.0,Meis homeobox 2
RGMB,ENSG00000174136,1.0483601298560591e-05,1.0483601298560591e-05,0.0,0.0,0.0,0.0,0.0,0.0,repulsive guidance molecule BMP co-receptor b
C7orf50,ENSG00000146540,3.86087222187471e-06,3.86087222187471e-06,0.0,0.0,0.0,0.0,0.0,0.0,chromosome 7 open reading frame 50
