"symbol","overallAssociationScore","geneticAssociations","somaticMutations","drugs","pathwaysSystemsBiology","textMining","rnaExpression","animalModels","targetName"
"POLD4",0.3011825673636868,"No data","No data",0.3011825673636868,"No data","No data","No data","No data","DNA polymerase delta 4, accessory subunit"
"POLD1",0.3011825673636868,"No data","No data",0.3011825673636868,"No data","No data","No data","No data","DNA polymerase delta 1, catalytic subunit"
"POLE",0.3011825673636868,"No data","No data",0.3011825673636868,"No data","No data","No data","No data","DNA polymerase epsilon, catalytic subunit"
"CD52",0.30009010403364855,"No data","No data",0.30009010403364855,"No data","No data","No data","No data","CD52 molecule"
"SCN4A",0.2996946140379164,"No data","No data",0.27718489101352634,"No data","No data","No data",0.4501944604878024,"sodium voltage-gated channel alpha subunit 4"
"SCN5A",0.29908557723571727,"No data","No data",0.27718489101352634,"No data",0.022174791281082105,"No data",0.428158261652227,"sodium voltage-gated channel alpha subunit 5"
"SCN2A",0.2954390560028282,"No data","No data",0.27718489101352634,"No data",0.011087395640541052,"No data",0.3601555683902419,"sodium voltage-gated channel alpha subunit 2"
"LRP2",0.2949413538037218,0.26609749537298527,"No data","No data","No data","No data","No data",0.5768771686147296,"LDL receptor related protein 2"
"CNR1",0.2921349094408763,"No data","No data",0.2877076507649658,"No data",0.08854517351820979,"No data","No data","cannabinoid receptor 1"
"SLC6A3",0.2905924465238068,"No data","No data",0.25870589827929125,"No data",0.154710233613846,"No data",0.5689708610619347,"solute carrier family 6 member 3"
"STAG3",0.2896649125956976,0.26609749537298527,"No data","No data","No data",0.025767928757183374,"No data",0.4598959316732758,"stromal antigen 3"
"GABRB1",0.2878583862090924,"No data","No data",0.25870589827929125,"No data","No data","No data",0.5830497585960224,"gamma-aminobutyric acid type A receptor subunit beta1"
"RERE",0.28519498541225835,0.25870589827929125,"No data","No data","No data",0.055334317131959514,"No data",0.5051887128229166,"arginine-glutamic acid dipeptide repeats"
"PABPC1L",0.283812689740872,0.25870589827929125,"No data","No data","No data","No data","No data",0.5021358292316148,"poly(A) binding protein cytoplasmic 1 like"
"HRAS",0.27835717778037206,"No data",0.27718489101352634,"No data","No data",0.023445735336914502,"No data","No data","HRas proto-oncogene, GTPase"
"SCN1A",0.2777392607955534,"No data","No data",0.27718489101352634,"No data",0.011087395640541052,"No data","No data","sodium voltage-gated channel alpha subunit 1"
"TRAIP",0.2777164472242766,0.27718489101352634,"No data","No data","No data",0.023920029483759868,"No data","No data","TRAF interacting protein"
"KDM6A",0.27729457866422536,0.25870589827929125,"No data","No data","No data",0.026140588443990448,"No data",0.3601555683902419,"lysine demethylase 6A"
"SCN10A",0.27718489101352634,"No data","No data",0.27718489101352634,"No data","No data","No data","No data","sodium voltage-gated channel alpha subunit 10"
"SCN3A",0.27718489101352634,"No data","No data",0.27718489101352634,"No data","No data","No data","No data","sodium voltage-gated channel alpha subunit 3"
"SCN7A",0.27718489101352634,"No data","No data",0.27718489101352634,"No data","No data","No data","No data","sodium voltage-gated channel alpha subunit 7"
"SCN11A",0.27718489101352634,"No data","No data",0.27718489101352634,"No data","No data","No data","No data","sodium voltage-gated channel alpha subunit 11"
"F10",0.27718489101352634,"No data","No data",0.27718489101352634,"No data","No data","No data","No data","coagulation factor X"
"EP300",0.2757657043715371,0.25870589827929125,"No data","No data","No data",0.01663109346081158,"No data",0.33380452475122263,"E1A binding protein p300"
"GRIK3",0.2753517749342902,"No data","No data",0.25870589827929125,"No data","No data","No data",0.3329175330999794,"glutamate ionotropic receptor kainate type subunit 3"
"SELE",0.27294072521460505,"No data","No data",0.26794539464640876,"No data",0.09990661136392522,"No data","No data","selectin E"
"SELL",0.27074804187776774,"No data","No data",0.26794539464640876,"No data",0.05605294462717977,"No data","No data","selectin L"
"RALGAPB",0.26609749537298527,0.26609749537298527,"No data","No data","No data","No data","No data","No data","Ral GTPase activating protein non-catalytic subunit beta"
"KMT2D",0.2658231504806063,0.25870589827929125,"No data","No data","No data",0.1423450440263009,"No data","No data","lysine methyltransferase 2D"
"GABRB3",0.2650602710522686,"No data","No data",0.25870589827929125,"No data",0.12708745545954714,"No data","No data","gamma-aminobutyric acid type A receptor subunit beta3"
"GRIA2",0.2644343860269041,"No data","No data",0.25870589827929125,"No data",0.11456975495225756,"No data","No data","glutamate ionotropic receptor AMPA type subunit 2"
"GABRG3",0.260825849390191,"No data","No data",0.25870589827929125,"No data",0.04239902221799496,"No data","No data","gamma-aminobutyric acid type A receptor subunit gamma3"
"GABRA5",0.26064619251638593,"No data","No data",0.25870589827929125,"No data",0.03880588474189369,"No data","No data","gamma-aminobutyric acid type A receptor subunit alpha5"
"ADNP",0.2598608353251809,0.25870589827929125,"No data","No data","No data",0.02309874091779386,"No data","No data","activity dependent neuroprotector homeobox"
"GABRA1",0.25981463784334535,"No data","No data",0.25870589827929125,"No data",0.022174791281082108,"No data","No data","gamma-aminobutyric acid type A receptor subunit alpha1"
"GABRA2",0.25981463784334535,"No data","No data",0.25870589827929125,"No data",0.022174791281082108,"No data","No data","gamma-aminobutyric acid type A receptor subunit alpha2"
"GABRG2",0.25972224287967416,"No data","No data",0.25870589827929125,"No data",0.020326892007658595,"No data","No data","gamma-aminobutyric acid type A receptor subunit gamma2"
"CA2",0.25962984791600296,"No data","No data",0.25870589827929125,"No data",0.01847899273423509,"No data","No data","carbonic anhydrase 2"
"GABRB2",0.25962984791600296,"No data","No data",0.25870589827929125,"No data",0.01847899273423509,"No data","No data","gamma-aminobutyric acid type A receptor subunit beta2"
"GABRA3",0.25962984791600296,"No data","No data",0.25870589827929125,"No data",0.01847899273423509,"No data","No data","gamma-aminobutyric acid type A receptor subunit alpha3"
"GRIA1",0.25962984791600296,"No data","No data",0.25870589827929125,"No data",0.01847899273423509,"No data","No data","glutamate ionotropic receptor AMPA type subunit 1"
"GRIA3",0.25962984791600296,"No data","No data",0.25870589827929125,"No data",0.01847899273423509,"No data","No data","glutamate ionotropic receptor AMPA type subunit 3"
"PUF60",0.25939372745328776,0.25870589827929125,"No data","No data","No data",0.013756583479930565,"No data","No data","poly(U) binding splicing factor 60"
"SLC6A2",0.25907547813397597,"No data","No data",0.25870589827929125,"No data",0.007391597093694037,"No data","No data","solute carrier family 6 member 2"
"GRIA4",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","glutamate ionotropic receptor AMPA type subunit 4"
"GABRG1",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","gamma-aminobutyric acid type A receptor subunit gamma1"
"GRIK4",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","glutamate ionotropic receptor kainate type subunit 4"
"TRAPPC3",0.25870589827929125,0.25870589827929125,"No data","No data","No data","No data","No data","No data","trafficking protein particle complex subunit 3"
"GABRE",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","gamma-aminobutyric acid type A receptor subunit epsilon"
"PRORP",0.25870589827929125,0.25870589827929125,"No data","No data","No data","No data","No data","No data","protein only RNase P catalytic subunit"
"GABRP",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","gamma-aminobutyric acid type A receptor subunit pi"
"GRIK5",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","glutamate ionotropic receptor kainate type subunit 5"
"GABRA4",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","gamma-aminobutyric acid type A receptor subunit alpha4"
"GRIK2",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","glutamate ionotropic receptor kainate type subunit 2"
"CA4",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","carbonic anhydrase 4"
"GABRA6",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","gamma-aminobutyric acid type A receptor subunit alpha6"
"GABRD",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","gamma-aminobutyric acid type A receptor subunit delta"
"GABRQ",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","gamma-aminobutyric acid type A receptor subunit theta"
"GRIK1",0.25870589827929125,"No data","No data",0.25870589827929125,"No data","No data","No data","No data","glutamate ionotropic receptor kainate type subunit 1"
"HBS1L",0.2252970918868087,0.22195470480347748,"No data","No data","No data",0.06684774166662395,"No data","No data","HBS1 like translational GTPase"
"MEN1",0.22272451159914675,"No data",0.1847899273423509,"No data","No data",0.39979642052119574,"No data",0.581004387126497,"menin 1"
"SGO2",0.20409020864255198,0.1847899273423509,"No data","No data","No data",0.03695798546847018,"No data",0.3695798546847018,"shugoshin 2"
"CSHL1",0.20294900104768532,0.17392548079103812,"No data","No data","No data","No data","No data",0.580470405132944,"chorionic somatomammotropin hormone like 1"
"SIM1",0.19963027814546694,0.16836415602303081,"No data","No data","No data",0.05368284326126067,"No data",0.6014634009992731,"SIM bHLH transcription factor 1"
"NDN",0.1985510484312354,0.1609725589293368,"No data","No data","No data",0.43944143751137615,"No data",0.556262484477361,"necdin, MAGE family member"
"UGT1A1",0.1919602339009166,0.1854626610773291,"No data","No data","No data",0.12995145647175013,"No data","No data","UDP glucuronosyltransferase family 1 member A1"
"ACBD6",0.1853721854716749,0.1853721854716749,"No data","No data","No data","No data","No data","No data","acyl-CoA binding domain containing 6"
"OR52J3",0.18534352999776652,0.18534352999776652,"No data","No data","No data","No data","No data","No data","olfactory receptor family 52 subfamily J member 3"
"TMEM59",0.1847899273423509,0.1847899273423509,"No data","No data","No data","No data","No data","No data","transmembrane protein 59"
"WDR4",0.1847899273423509,0.1847899273423509,"No data","No data","No data","No data","No data","No data","WD repeat domain 4"
"TCF12",0.1847899273423509,0.1847899273423509,"No data","No data","No data","No data","No data","No data","transcription factor 12"
"MCM4",0.1847899273423509,0.1847899273423509,"No data","No data","No data","No data","No data","No data","minichromosome maintenance complex component 4"
"AKR1C4",0.1847899273423509,0.1847899273423509,"No data","No data","No data","No data","No data","No data","aldo-keto reductase family 1 member C4"
"AL034430.1",0.18086767226008504,0.18086767226008504,"No data","No data","No data","No data","No data","No data","novel protein"
"AKT3",0.1788224353647646,0.1788224353647646,"No data","No data","No data","No data","No data","No data","AKT serine/threonine kinase 3"
"AL034430.2",0.1765307813471385,0.1765307813471385,"No data","No data","No data","No data","No data","No data","novel protein"
"ADRA1B",0.17626481490260995,0.14883620938484357,"No data","No data","No data","No data","No data",0.548572110355327,"adrenoceptor alpha 1B"
"C12orf29",0.16143453374769265,0.16143453374769265,"No data","No data","No data","No data","No data","No data","chromosome 12 open reading frame 29"
"ZDHHC24",0.1601512703633708,0.1601512703633708,"No data","No data","No data","No data","No data","No data","zinc finger DHHC-type containing 24"
"TMTC3",0.1478319418738807,0.1478319418738807,"No data","No data","No data","No data","No data","No data","transmembrane O-mannosyltransferase targeting cadherins 3"
"RYR1",0.14609469857947338,0.11826555349910459,"No data","No data","No data","No data","No data",0.5565829016073762,"ryanodine receptor 1"
"BDNF",0.14439293314413595,"No data","No data","No data","No data",0.4817915662910219,"No data",0.6015167741479243,"brain derived neurotrophic factor"
"NOS3",0.14224292000599387,"No data","No data","No data","No data",0.4912209948779745,"No data",0.5884093513104757,"nitric oxide synthase 3"
"MC4R",0.14088173943144822,"No data","No data",0.07391597093694036,"No data",0.04623033337822636,"No data",0.6068770297773737,"melanocortin 4 receptor"
"PDE6B",0.1392669187350532,"No data","No data",0.07391597093694036,"No data",0.029566388374776147,"No data",0.6006544757402266,"phosphodiesterase 6B"
"PRL",0.13833427246742758,"No data","No data","No data","No data",0.41535162128153513,"No data",0.587833457016754,"prolactin"
"FKBP1A",0.1381054737709987,"No data","No data",0.11581611273496431,"No data","No data","No data",0.44578722072068727,"FKBP prolyl isomerase 1A"
"UGT1A10",0.13725371881164886,0.13725371881164886,"No data","No data","No data","No data","No data","No data","UDP glucuronosyltransferase family 1 member A10"
"ETV5",0.13662678547566573,"No data","No data","No data","No data",0.3695798546847018,"No data",0.5907389637071532,"ETS variant transcription factor 5"
"INS",0.13630682583936382,"No data","No data","No data","No data",0.41021318259477424,"No data",0.5789808335481256,"insulin"
"PYY",0.1351748478158958,"No data","No data","No data","No data",0.3133260629198191,"No data",0.5975427233495242,"peptide YY"
"IAPP",0.1336468327050367,"No data","No data","No data","No data",0.3252302721225375,"No data",0.5869265954945491,"islet amyloid polypeptide"
